"Año","Clave_Ent","Entidad","Subtipo de delito","Sexo","Rango de edad","Total"
2020,12,"Guerrero","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2020,13,"Hidalgo","Homicidio doloso","Hombre","Adultos (18 y más)",135
2020,13,"Hidalgo","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2020,13,"Hidalgo","Homicidio doloso","Mujer","Adultos (18 y más)",18
2020,13,"Hidalgo","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2020,14,"Jalisco","Homicidio doloso","Hombre","Adultos (18 y más)",1690
2020,14,"Jalisco","Homicidio doloso","Hombre","Menores de edad (0-17)",50
2020,14,"Jalisco","Homicidio doloso","Mujer","Adultos (18 y más)",160
2020,14,"Jalisco","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2020,15,"México","Homicidio doloso","Hombre","Adultos (18 y más)",2341
2020,15,"México","Homicidio doloso","Hombre","Menores de edad (0-17)",90
2020,15,"México","Homicidio doloso","Mujer","Adultos (18 y más)",224
2020,15,"México","Homicidio doloso","Mujer","Menores de edad (0-17)",16
2020,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Adultos (18 y más)",1702
2020,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Menores de edad (0-17)",68
2020,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Adultos (18 y más)",187
2020,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Menores de edad (0-17)",17
2020,17,"Morelos","Homicidio doloso","Hombre","Adultos (18 y más)",720
2020,17,"Morelos","Homicidio doloso","Hombre","Menores de edad (0-17)",32
2020,17,"Morelos","Homicidio doloso","Mujer","Adultos (18 y más)",39
2020,17,"Morelos","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2020,18,"Nayarit","Homicidio doloso","Hombre","Adultos (18 y más)",119
2020,18,"Nayarit","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2020,18,"Nayarit","Homicidio doloso","Mujer","Adultos (18 y más)",7
2020,18,"Nayarit","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2020,19,"Nuevo León","Homicidio doloso","Hombre","Adultos (18 y más)",746
2020,19,"Nuevo León","Homicidio doloso","Hombre","Menores de edad (0-17)",36
2020,19,"Nuevo León","Homicidio doloso","Mujer","Adultos (18 y más)",23
2020,19,"Nuevo León","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2020,20,"Oaxaca","Homicidio doloso","Hombre","Adultos (18 y más)",720
2020,20,"Oaxaca","Homicidio doloso","Hombre","Menores de edad (0-17)",25
2020,20,"Oaxaca","Homicidio doloso","Mujer","Adultos (18 y más)",78
2020,20,"Oaxaca","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2020,21,"Puebla","Homicidio doloso","Hombre","Adultos (18 y más)",656
2020,21,"Puebla","Homicidio doloso","Hombre","Menores de edad (0-17)",29
2020,21,"Puebla","Homicidio doloso","Mujer","Adultos (18 y más)",59
2020,21,"Puebla","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2020,22,"Querétaro","Homicidio doloso","Hombre","Adultos (18 y más)",176
2020,22,"Querétaro","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2020,22,"Querétaro","Homicidio doloso","Mujer","Adultos (18 y más)",11
2020,22,"Querétaro","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2020,23,"Quintana Roo","Homicidio doloso","Hombre","Adultos (18 y más)",524
2020,23,"Quintana Roo","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2020,23,"Quintana Roo","Homicidio doloso","Mujer","Adultos (18 y más)",58
2020,23,"Quintana Roo","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2020,24,"San Luis Potosí","Homicidio doloso","Hombre","Adultos (18 y más)",568
2020,24,"San Luis Potosí","Homicidio doloso","Hombre","Menores de edad (0-17)",31
2020,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",20
2020,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2020,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",629
2020,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",19
2020,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",9
2020,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2020,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",1085
2020,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",30
2020,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",43
2020,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",7
2020,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",503
2020,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2020,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",38
2020,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2020,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",243
2020,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",18
2020,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",31
2020,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2020,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",88
2020,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2020,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",10
2020,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2020,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",988
2020,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",20
2020,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",76
2020,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2020,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",46
2020,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2020,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",5
2020,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2020,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",886
2020,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",41
2020,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",83
2020,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2021,1,"Aguascalientes","Homicidio doloso","Hombre","Adultos (18 y más)",71
2021,1,"Aguascalientes","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2021,1,"Aguascalientes","Homicidio doloso","Mujer","Adultos (18 y más)",5
2021,1,"Aguascalientes","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,2,"Baja California","Homicidio doloso","Hombre","Adultos (18 y más)",2141
2021,2,"Baja California","Homicidio doloso","Hombre","Menores de edad (0-17)",38
2021,2,"Baja California","Homicidio doloso","Mujer","Adultos (18 y más)",251
2021,2,"Baja California","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2021,3,"Baja California Sur","Homicidio doloso","Hombre","Adultos (18 y más)",28
2021,3,"Baja California Sur","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2021,3,"Baja California Sur","Homicidio doloso","Mujer","Adultos (18 y más)",0
2021,3,"Baja California Sur","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,4,"Campeche","Homicidio doloso","Hombre","Adultos (18 y más)",83
2021,4,"Campeche","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2021,4,"Campeche","Homicidio doloso","Mujer","Adultos (18 y más)",6
2021,4,"Campeche","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2021,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Adultos (18 y más)",123
2021,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2021,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Adultos (18 y más)",5
2021,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2021,6,"Colima","Homicidio doloso","Hombre","Adultos (18 y más)",207
2021,6,"Colima","Homicidio doloso","Hombre","Menores de edad (0-17)",4
2021,6,"Colima","Homicidio doloso","Mujer","Adultos (18 y más)",16
2021,6,"Colima","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2021,7,"Chiapas","Homicidio doloso","Hombre","Adultos (18 y más)",444
2021,7,"Chiapas","Homicidio doloso","Hombre","Menores de edad (0-17)",20
2021,7,"Chiapas","Homicidio doloso","Mujer","Adultos (18 y más)",19
2021,7,"Chiapas","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2021,8,"Chihuahua","Homicidio doloso","Hombre","Adultos (18 y más)",2101
2021,8,"Chihuahua","Homicidio doloso","Hombre","Menores de edad (0-17)",73
2021,8,"Chihuahua","Homicidio doloso","Mujer","Adultos (18 y más)",250
2021,8,"Chihuahua","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2021,9,"Ciudad de México","Homicidio doloso","Hombre","Adultos (18 y más)",849
2021,9,"Ciudad de México","Homicidio doloso","Hombre","Menores de edad (0-17)",31
2021,9,"Ciudad de México","Homicidio doloso","Mujer","Adultos (18 y más)",78
2021,9,"Ciudad de México","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2021,10,"Durango","Homicidio doloso","Hombre","Adultos (18 y más)",146
2021,10,"Durango","Homicidio doloso","Hombre","Menores de edad (0-17)",7
2021,10,"Durango","Homicidio doloso","Mujer","Adultos (18 y más)",2
2021,10,"Durango","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,11,"Guanajuato","Homicidio doloso","Hombre","Adultos (18 y más)",2442
2021,11,"Guanajuato","Homicidio doloso","Hombre","Menores de edad (0-17)",137
2021,11,"Guanajuato","Homicidio doloso","Mujer","Adultos (18 y más)",275
2021,11,"Guanajuato","Homicidio doloso","Mujer","Menores de edad (0-17)",26
2021,12,"Guerrero","Homicidio doloso","Hombre","Adultos (18 y más)",1084
2021,12,"Guerrero","Homicidio doloso","Hombre","Menores de edad (0-17)",30
2021,12,"Guerrero","Homicidio doloso","Mujer","Adultos (18 y más)",101
2021,12,"Guerrero","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2021,13,"Hidalgo","Homicidio doloso","Hombre","Adultos (18 y más)",113
2021,13,"Hidalgo","Homicidio doloso","Hombre","Menores de edad (0-17)",4
2021,13,"Hidalgo","Homicidio doloso","Mujer","Adultos (18 y más)",14
2021,13,"Hidalgo","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,14,"Jalisco","Homicidio doloso","Hombre","Adultos (18 y más)",1707
2021,14,"Jalisco","Homicidio doloso","Hombre","Menores de edad (0-17)",48
2021,14,"Jalisco","Homicidio doloso","Mujer","Adultos (18 y más)",163
2021,14,"Jalisco","Homicidio doloso","Mujer","Menores de edad (0-17)",13
2021,15,"México","Homicidio doloso","Hombre","Adultos (18 y más)",2264
2021,15,"México","Homicidio doloso","Hombre","Menores de edad (0-17)",79
2021,15,"México","Homicidio doloso","Mujer","Adultos (18 y más)",210
2021,15,"México","Homicidio doloso","Mujer","Menores de edad (0-17)",16
2021,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Adultos (18 y más)",1955
2021,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Menores de edad (0-17)",85
2021,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Adultos (18 y más)",207
2021,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Menores de edad (0-17)",18
2021,17,"Morelos","Homicidio doloso","Hombre","Adultos (18 y más)",799
2021,17,"Morelos","Homicidio doloso","Hombre","Menores de edad (0-17)",31
2021,17,"Morelos","Homicidio doloso","Mujer","Adultos (18 y más)",63
2021,17,"Morelos","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2021,18,"Nayarit","Homicidio doloso","Hombre","Adultos (18 y más)",149
2021,18,"Nayarit","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2021,18,"Nayarit","Homicidio doloso","Mujer","Adultos (18 y más)",12
2021,18,"Nayarit","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2021,19,"Nuevo León","Homicidio doloso","Hombre","Adultos (18 y más)",898
2021,19,"Nuevo León","Homicidio doloso","Hombre","Menores de edad (0-17)",24
2021,19,"Nuevo León","Homicidio doloso","Mujer","Adultos (18 y más)",35
2021,19,"Nuevo León","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,20,"Oaxaca","Homicidio doloso","Hombre","Adultos (18 y más)",680
2021,20,"Oaxaca","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2021,20,"Oaxaca","Homicidio doloso","Mujer","Adultos (18 y más)",56
2021,20,"Oaxaca","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2021,21,"Puebla","Homicidio doloso","Hombre","Adultos (18 y más)",630
2021,21,"Puebla","Homicidio doloso","Hombre","Menores de edad (0-17)",20
2021,21,"Puebla","Homicidio doloso","Mujer","Adultos (18 y más)",68
2021,21,"Puebla","Homicidio doloso","Mujer","Menores de edad (0-17)",7
2021,22,"Querétaro","Homicidio doloso","Hombre","Adultos (18 y más)",155
2021,22,"Querétaro","Homicidio doloso","Hombre","Menores de edad (0-17)",4
2021,22,"Querétaro","Homicidio doloso","Mujer","Adultos (18 y más)",12
2021,22,"Querétaro","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2021,23,"Quintana Roo","Homicidio doloso","Hombre","Adultos (18 y más)",490
2021,23,"Quintana Roo","Homicidio doloso","Hombre","Menores de edad (0-17)",13
2021,23,"Quintana Roo","Homicidio doloso","Mujer","Adultos (18 y más)",39
2021,23,"Quintana Roo","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2021,24,"San Luis Potosí","Homicidio doloso","Hombre","Adultos (18 y más)",586
2021,24,"San Luis Potosí","Homicidio doloso","Hombre","Menores de edad (0-17)",31
2021,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",45
2021,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2021,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",499
2021,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",11
2021,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",7
2021,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",1264
2021,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",35
2021,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",80
2021,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2021,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",375
2021,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2021,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",28
2021,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2021,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",258
2021,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",12
2021,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",33
2021,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2021,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",102
2021,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2021,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",17
2021,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",847
2021,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",19
2021,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",69
2021,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2021,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",41
2021,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2021,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",1
2021,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2021,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",1327
2021,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",91
2021,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",112
2021,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",21
2022,1,"Aguascalientes","Homicidio doloso","Hombre","Adultos (18 y más)",70
2022,1,"Aguascalientes","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2022,1,"Aguascalientes","Homicidio doloso","Mujer","Adultos (18 y más)",5
2022,1,"Aguascalientes","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,2,"Baja California","Homicidio doloso","Hombre","Adultos (18 y más)",1976
2022,2,"Baja California","Homicidio doloso","Hombre","Menores de edad (0-17)",44
2022,2,"Baja California","Homicidio doloso","Mujer","Adultos (18 y más)",229
2022,2,"Baja California","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2022,3,"Baja California Sur","Homicidio doloso","Hombre","Adultos (18 y más)",12
2022,3,"Baja California Sur","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2022,3,"Baja California Sur","Homicidio doloso","Mujer","Adultos (18 y más)",0
2022,3,"Baja California Sur","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,4,"Campeche","Homicidio doloso","Hombre","Adultos (18 y más)",87
2022,4,"Campeche","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2022,4,"Campeche","Homicidio doloso","Mujer","Adultos (18 y más)",1
2022,4,"Campeche","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Adultos (18 y más)",117
2022,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2022,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Adultos (18 y más)",7
2022,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,6,"Colima","Homicidio doloso","Hombre","Adultos (18 y más)",359
2022,6,"Colima","Homicidio doloso","Hombre","Menores de edad (0-17)",16
2022,6,"Colima","Homicidio doloso","Mujer","Adultos (18 y más)",42
2022,6,"Colima","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2022,7,"Chiapas","Homicidio doloso","Hombre","Adultos (18 y más)",394
2022,7,"Chiapas","Homicidio doloso","Hombre","Menores de edad (0-17)",11
2022,7,"Chiapas","Homicidio doloso","Mujer","Adultos (18 y más)",15
2022,7,"Chiapas","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2022,8,"Chihuahua","Homicidio doloso","Hombre","Adultos (18 y más)",1731
2022,8,"Chihuahua","Homicidio doloso","Hombre","Menores de edad (0-17)",52
2022,8,"Chihuahua","Homicidio doloso","Mujer","Adultos (18 y más)",175
2022,8,"Chihuahua","Homicidio doloso","Mujer","Menores de edad (0-17)",7
2022,9,"Ciudad de México","Homicidio doloso","Hombre","Adultos (18 y más)",643
2022,9,"Ciudad de México","Homicidio doloso","Hombre","Menores de edad (0-17)",25
2022,9,"Ciudad de México","Homicidio doloso","Mujer","Adultos (18 y más)",59
2022,9,"Ciudad de México","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2022,10,"Durango","Homicidio doloso","Hombre","Adultos (18 y más)",112
2022,10,"Durango","Homicidio doloso","Hombre","Menores de edad (0-17)",9
2022,10,"Durango","Homicidio doloso","Mujer","Adultos (18 y más)",5
2022,10,"Durango","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,11,"Guanajuato","Homicidio doloso","Hombre","Adultos (18 y más)",2063
2022,11,"Guanajuato","Homicidio doloso","Hombre","Menores de edad (0-17)",129
2022,11,"Guanajuato","Homicidio doloso","Mujer","Adultos (18 y más)",305
2022,11,"Guanajuato","Homicidio doloso","Mujer","Menores de edad (0-17)",25
2022,12,"Guerrero","Homicidio doloso","Hombre","Adultos (18 y más)",962
2022,12,"Guerrero","Homicidio doloso","Hombre","Menores de edad (0-17)",53
2022,12,"Guerrero","Homicidio doloso","Mujer","Adultos (18 y más)",92
2022,12,"Guerrero","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2022,13,"Hidalgo","Homicidio doloso","Hombre","Adultos (18 y más)",212
2022,13,"Hidalgo","Homicidio doloso","Hombre","Menores de edad (0-17)",7
2022,13,"Hidalgo","Homicidio doloso","Mujer","Adultos (18 y más)",29
2022,13,"Hidalgo","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,14,"Jalisco","Homicidio doloso","Hombre","Adultos (18 y más)",1414
2022,14,"Jalisco","Homicidio doloso","Hombre","Menores de edad (0-17)",37
2022,14,"Jalisco","Homicidio doloso","Mujer","Adultos (18 y más)",141
2022,14,"Jalisco","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2022,15,"México","Homicidio doloso","Hombre","Adultos (18 y más)",2149
2022,15,"México","Homicidio doloso","Hombre","Menores de edad (0-17)",81
2022,15,"México","Homicidio doloso","Mujer","Adultos (18 y más)",228
2022,15,"México","Homicidio doloso","Mujer","Menores de edad (0-17)",23
2022,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Adultos (18 y más)",1707
2022,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Menores de edad (0-17)",96
2022,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Adultos (18 y más)",187
2022,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Menores de edad (0-17)",20
2022,17,"Morelos","Homicidio doloso","Hombre","Adultos (18 y más)",884
2022,17,"Morelos","Homicidio doloso","Hombre","Menores de edad (0-17)",34
2022,17,"Morelos","Homicidio doloso","Mujer","Adultos (18 y más)",73
2022,17,"Morelos","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2022,18,"Nayarit","Homicidio doloso","Hombre","Adultos (18 y más)",115
2022,18,"Nayarit","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2022,18,"Nayarit","Homicidio doloso","Mujer","Adultos (18 y más)",9
2022,18,"Nayarit","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2022,19,"Nuevo León","Homicidio doloso","Hombre","Adultos (18 y más)",1192
2022,19,"Nuevo León","Homicidio doloso","Hombre","Menores de edad (0-17)",37
2022,19,"Nuevo León","Homicidio doloso","Mujer","Adultos (18 y más)",52
2022,19,"Nuevo León","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2022,20,"Oaxaca","Homicidio doloso","Hombre","Adultos (18 y más)",759
2022,20,"Oaxaca","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2022,20,"Oaxaca","Homicidio doloso","Mujer","Adultos (18 y más)",104
2022,20,"Oaxaca","Homicidio doloso","Mujer","Menores de edad (0-17)",19
2022,21,"Puebla","Homicidio doloso","Hombre","Adultos (18 y más)",660
2022,21,"Puebla","Homicidio doloso","Hombre","Menores de edad (0-17)",31
2022,21,"Puebla","Homicidio doloso","Mujer","Adultos (18 y más)",81
2022,21,"Puebla","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2022,22,"Querétaro","Homicidio doloso","Hombre","Adultos (18 y más)",153
2022,22,"Querétaro","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2022,22,"Querétaro","Homicidio doloso","Mujer","Adultos (18 y más)",9
2022,22,"Querétaro","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2022,23,"Quintana Roo","Homicidio doloso","Hombre","Adultos (18 y más)",462
2022,23,"Quintana Roo","Homicidio doloso","Hombre","Menores de edad (0-17)",28
2022,23,"Quintana Roo","Homicidio doloso","Mujer","Adultos (18 y más)",35
2022,23,"Quintana Roo","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2022,24,"San Luis Potosí","Homicidio doloso","Hombre","Adultos (18 y más)",585
2022,24,"San Luis Potosí","Homicidio doloso","Hombre","Menores de edad (0-17)",16
2022,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",27
2022,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2022,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",395
2022,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2022,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",13
2022,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",968
2022,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",40
2022,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",77
2022,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2022,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",264
2022,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2022,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",24
2022,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2022,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",156
2022,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2022,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",27
2022,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2022,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",113
2022,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2022,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",6
2022,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",642
2022,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",16
2022,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",59
2022,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2022,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",34
2022,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2022,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",4
2022,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2022,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",987
2022,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",101
2022,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",103
2022,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",14
2023,1,"Aguascalientes","Homicidio doloso","Hombre","Adultos (18 y más)",77
2023,1,"Aguascalientes","Homicidio doloso","Hombre","Menores de edad (0-17)",4
2023,1,"Aguascalientes","Homicidio doloso","Mujer","Adultos (18 y más)",8
2023,1,"Aguascalientes","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2023,2,"Baja California","Homicidio doloso","Hombre","Adultos (18 y más)",1906
2023,2,"Baja California","Homicidio doloso","Hombre","Menores de edad (0-17)",31
